model_type,data_profile,median_cv_mse,std_cv_mse,cv_cv_mse,median_test_mse,std_test_mse,cv_test_mse,leakage_rate,lambda_reg,window_size,n_layers,lag,base_seed,reservoir_size,spectral_radius,sparsity
QRC,NARMA5_InputDriven,0.011189758269801295,0.0007442163335901304,0.06650870516109424,0.012348085592345624,8.698338314599336e-05,0.0070442808721631256,0.7,1e-08,2,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.011526310520886974,0.0007373157758021528,0.0639680645828562,0.01213356810773775,6.343243361111572e-05,0.0052278466686698655,0.7,1e-08,4,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.0024045446371941887,0.0008507743486747401,0.3538193200969188,0.0027130934642474926,0.0008387825697000311,0.30916095621227596,0.7,1e-08,6,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.002672776945073404,0.0005402196276728691,0.20211923358162337,0.0026666169254629217,0.00042224490287467574,0.15834479217571698,0.7,1e-08,8,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.00286946084403916,0.0007900213075687524,0.2753204697704426,0.0030052403939930064,0.0007859170221996198,0.261515525936142,0.7,1e-08,10,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.01254921179691789,0.0006404855456570749,0.05103791027053821,0.012868791573457428,1.0473843962158685e-17,8.138949102075403e-16,0.9,1e-08,1,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.011450741920767228,0.0007341512806588133,0.0641138614195248,0.012290247224783047,0.0001066839786432276,0.008680376943768992,0.9,1e-08,2,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.011858522073113983,0.0007674963037594845,0.06472107561359407,0.012238795129785403,0.00011865478786939198,0.009694972961890938,0.9,1e-08,4,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.003362111070947901,0.0012284482793820672,0.3653800405337957,0.003740116645869321,0.0011409487805378153,0.3050570045182703,0.9,1e-08,6,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.0029910701920778807,0.0006292395204898923,0.21037270277256948,0.0028372798036921483,0.0005537176027767631,0.19515791218624653,0.9,1e-08,8,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.0034385527895433,0.0009300666539835197,0.2704820053401154,0.0030637395489792087,0.0008701091225025023,0.28400231435874157,0.9,1e-08,10,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.013177127935895625,0.0006317322837034416,0.04794157625065996,0.013304010100143097,8.482264044472335e-18,6.375719787209948e-16,1.0,1e-08,1,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.011591354329885853,0.000729818008522525,0.06296227237578648,0.012280221552498072,0.00010601258593203061,0.008632790986614184,1.0,1e-08,2,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.012065207085027046,0.0008028453066260526,0.06654219036342822,0.012242217095467831,0.00017213483630541492,0.014060756721030592,1.0,1e-08,4,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.00418427041325669,0.0014876448466590259,0.35553267349687523,0.004385418003117146,0.001313849840571973,0.2995951217507867,1.0,1e-08,6,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.0032678726611113495,0.0007111182160957427,0.21760891253758435,0.0030039227506124017,0.0006323118235207829,0.2104953675629226,1.0,1e-08,8,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.0036785976220320223,0.0010559688061464218,0.2870574372750001,0.0035774278205253835,0.0009430576469717301,0.26361332618955036,1.0,1e-08,10,2.0,0.0,2025,,,
Classical_ESN,NARMA5_InputDriven,0.00868571761931751,0.0009900843375210357,0.11398992932017893,0.008647481217741107,0.0003311842893328213,0.0382983531266152,0.1,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.008863873692751566,0.0016039847965218337,0.18095754205449616,0.008727479631691197,0.0020573143768476,0.2357283504136849,0.1,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.007254833812208431,0.002312763109453629,0.318789260969936,0.0059783395594615605,0.00022494586068694933,0.03762681233636871,0.1,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0013211434940399148,0.004035210439615572,3.0543316890403274,0.0010897379001037694,0.0005355167400694665,0.4914179272084346,0.1,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0012308697096410119,0.0019786787370270212,1.6075452353150448,0.0007081910740406267,0.0002731282900302618,0.3856703367805978,0.1,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0018251646847876292,0.008587665765744072,4.705145698533668,0.0011595862539928558,0.0003117461204532663,0.2688425456750774,0.1,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.005800859877262624,0.0007319490951421541,0.1261794131609941,0.005192862113108308,0.0001390417780150911,0.02677555748382166,0.3,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.005409051243139217,0.0006933859043657914,0.1281899307656356,0.004390286035825092,8.879010985424096e-05,0.020224219818414203,0.3,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0036433723910664845,0.0005509979179969799,0.15123293993993633,0.003001944431089303,0.0002535025674481585,0.08444612259400522,0.3,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0001725328605530865,5.042086906923754e-05,0.2922392227637331,0.00014314086256762972,4.0006314320129545e-05,0.27948912422703737,0.3,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0003971318031669678,0.00017516808179702614,0.441082986555422,0.0003717290062555777,0.00012818348255994966,0.344830455527645,0.3,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.000804816616834422,0.0002445835789956606,0.30389976285241105,0.0006768949133810475,0.00012764487123446524,0.18857413272155812,0.3,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0031994929704339454,0.0004071523344420355,0.1272552676953729,0.002333201160469485,0.0002550929061370487,0.10933172435321398,0.5,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0025036809807212996,0.0002786592715300434,0.11129983159825853,0.0018188449030365867,0.00014896575856679183,0.08190129808104663,0.5,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.001268385450802209,0.0003144398578230858,0.24790560126987712,0.0010583151784887086,0.0002725280423298087,0.2575112290451916,0.5,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.00016726944921904093,6.695755584018858e-05,0.40029758065686594,0.00015267296185109483,7.636407038444269e-05,0.5001807095281362,0.5,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0004836529781034421,0.00022295439022546672,0.46098008348825253,0.00039433824259891686,0.000185437247981169,0.47024921234884653,0.5,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0008273973594139427,0.0002722554496276964,0.3290504212154349,0.0008226604838981074,0.00018474398829451295,0.2245689344638497,0.5,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0015332376365764578,0.0002978345520196373,0.19425204868089946,0.0012200837259651672,0.00020822925226472985,0.17066800239467722,0.7,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0013544424131388293,0.00035127013986180024,0.25934667761012836,0.0010939350322500794,0.00020973242222106057,0.191722923243137,0.7,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.000647994984863114,0.00022652062900549842,0.349571577399399,0.0006070664499045722,0.00019183455243564063,0.3160025602893984,0.7,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0003150717441521184,0.00012463795812957452,0.3955859592074325,0.00025233219935481675,0.00012269901440185757,0.4862598380848115,0.7,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0006591976193676556,0.0003365182996496806,0.5104968370069213,0.0005968154942961338,0.0002949377169717529,0.4941857572240037,0.7,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0010678207848528421,0.00036263109644078605,0.33959921138897925,0.0009150140617253144,0.00024439627439196094,0.26709564870635644,0.7,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0006476590802346668,0.00020180163566009275,0.31158620610549276,0.0006234163931375415,0.00018414482011127253,0.29538013779924055,0.9,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0007434990476092043,0.0003026850464129045,0.40710885560138727,0.000643381138711581,0.00026139943274960134,0.4062901708201663,0.9,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0008089146198006427,0.0003116616176818955,0.3852836999765249,0.000750071124289958,0.00020584961473259217,0.2744401271645488,0.9,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0007009646767092977,0.00021499589326867878,0.306714304461081,0.0006967138475443249,0.0002646824260724698,0.37990119904374475,0.9,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0010264029094411112,0.0004516048331793631,0.43998787320786864,0.0008899718714489405,0.0004428026900961286,0.4975468374918556,0.9,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0015967883530267134,0.0004063816563447331,0.254499386580843,0.001455250280591129,0.00026175025978533375,0.17986614624050073,0.9,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0011683818734185276,0.0003082448649156148,0.2638220190918676,0.001089790932906383,0.0002929603881664691,0.2688225597410393,1.0,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0011892400414392043,0.00044619615720311044,0.375194360814768,0.0010418715573469338,0.00034862595460664875,0.3346150992876749,1.0,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.001126994458382353,0.0005112089384504587,0.4536037729805961,0.0009963718151245568,0.00038139103312146734,0.3827798291080619,1.0,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0014841616427417616,0.0003407146517919583,0.229567078126706,0.001327807109124898,0.0003314005462075985,0.24958485606091588,1.0,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.0015280024242592533,0.0005382110934918546,0.3522318321927854,0.0015151194371932522,0.00043053295163613195,0.2841577641124393,1.0,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA5_InputDriven,0.002224614180791779,0.0004601580195982973,0.20684846099224227,0.002024782991846035,0.00030286602754667766,0.14957950000881262,1.0,1e-08,10,,,2025,100.0,0.9,0.1
